10,17
10,19
10,20
10,21
10,23
10,24
10,25
10,27
10,28
10,29
10,30
10,31
10,32
10,34
10,35
10,36
10,37
10,38
10,41
10,43
10,44
10,45
10,46
10,47
10,50
10,52
10,53
10,54
10,55
10,56
10,58
10,62
10,69
11,2
11,4
11,5
11,6
11,8
11,9
11,10
11,11
11,12
11,13
11,14
11,15
11,16
11,17
11,19
11,20
11,21
11,24
11,25
11,27
11,28
11,29
11,30
11,31
11,32
11,34
11,35
11,37
11,38
11,41
11,43
11,44
11,45
11,46
11,47
11,50
11,52
11,53
11,54
11,56
11,57
11,62
11,63
11,64
11,65
12,2
12,3
12,4
12,5
12,6
12,7
12,8
12,9
12,10
12,11
12,13
12,14
12,15
12,16
12,18
12,19
12,20
12,21
12,22
12,24
12,30
12,32
12,34
12,35
12,37
12,38
12,41
12,44
12,45
12,46
12,47
12,52
12,54
12,56
13,2
13,4
13,6
13,7
13,8
13,9
13,10
13,11
13,14
13,15
13,16
13,17
13,18
13,19
13,20
13,24
13,29
13,31
13,32
13,34
13,35
13,37
13,38
13,41
13,42
13,46
13,47
13,50
13,53
13,54
13,56
14,2
14,4
14,5
14,6
14,8
14,9
14,10
14,11
14,12
14,14
14,15
14,16
14,18
14,19
14,20
14,21
14,22
14,24
14,30
14,31
14,32
14,34
14,35
14,37
14,38
14,41
14,42
14,44
14,45
14,46
14,47
14,50
14,53
14,54
14,56
14,62
14,63
14,69
15,2
15,3
15,4
15,5
15,6
15,7
15,8
15,9
15,10
15,11
15,14
15,15
15,16
15,19
15,20
15,21
15,22
15,24
15,29
15,30
15,31
15,32
15,37
15,38
15,43
15,46
15,47
16,2
16,4
16,5
16,6
16,8
16,9
16,10
16,11
16,14
16,16
16,19
16,20
16,21
16,22
16,24
16,30
16,31
16,32
16,37
16,38
16,43
16,47
17,2
17,4
17,5
17,6
17,8
17,9
17,10
17,11
17,12
17,14
17,15
17,16
17,17
17,19
17,20
17,21
17,24
17,30
17,31
17,32
17,34
17,35
17,37
17,38
17,45
17,46
17,47
17,52
17,54
18,2
18,3
18,4
18,5
18,6
18,7
18,8
18,9
18,10
18,11
18,12
18,13
18,14
18,15
18,16
18,17
18,19
18,20
18,21
18,24
18,25
18,27
18,29
18,30
18,31
18,32
18,34
18,35
18,37
18,38
18,41
18,43
18,44
18,45
18,46
18,47
18,50
18,52
18,53
18,54
18,56
18,64
19,4
19,5
19,9
19,15
19,16
19,19
19,21
19,32
19,35
19,37
19,38
19,46
19,47
19,53
19,54
19,56
20,2
20,4
20,5
20,6
20,7
20,8
20,9
20,10
20,11
20,13
20,14
20,16
20,25
20,26
20,34
20,44
20,47
20,52
20,53
20,54
20,56
20,70
21,2
21,4
21,5
21,6
21,8
21,9
21,10
21,11
21,12
21,14
21,15
21,16
21,17
21,19
21,20
21,21
21,22
21,24
21,30
21,31
21,32
21,34
21,35
21,37
21,38
21,43
21,45
21,46
21,47
21,54
21,56
21,62
21,63
21,69
22,2
22,4
22,5
22,6
22,7
22,8
22,9
22,10
22,11
22,12
22,13
22,14
22,15
22,16
22,19
22,20
22,24
22,29
22,30
22,32
22,34
22,37
22,46
22,47
22,53
22,54
22,56
22,70
23,2
23,4
23,7
23,8
23,9
23,12
23,13
23,14
23,16
23,25
23,26
23,28
23,30
23,32
23,47
23,54
23,56
23,70
24,2
24,4
24,7
24,13
24,14
24,16
24,26
24,47
24,54
24,56
24,70
25,2
25,4
25,5
25,6
25,7
25,8
25,9
25,10
25,11
25,14
25,15
25,16
25,19
25,20
25,21
25,22
25,24
25,29
25,30
25,31
25,32
25,37
25,38
25,43
25,45
25,46
25,47
25,54
25,56
26,2
26,3
26,4
26,6
26,8
26,9
26,10
26,11
26,12
26,14
26,15
26,16
26,19
26,20
26,21
26,24
26,30
26,31
26,32
26,34
26,35
26,37
26,38
26,41
26,45
26,46
26,47
26,53
26,54
26,56
27,2
27,4
27,6
27,8
27,9
27,11
27,12
27,14
27,15
27,16
27,17
27,19
27,20
27,21
27,24
27,29
27,30
27,31
27,32
27,34
27,35
27,37
27,38
27,44
27,45
27,46
27,47
27,52
27,53
27,54
27,56
27,62
28,2
28,3
28,4
28,9
28,10
28,11
28,14
28,15
28,16
28,17
28,18
28,19
28,21
28,24
28,30
28,31
28,32
28,34
28,37
28,38
28,41
28,44
28,45
28,46
28,47
28,54
28,56
29,2
29,4
29,5
29,6
29,8
29,9
29,10
29,11
29,12
29,14
29,15
29,16
29,19
29,20
29,24
29,30
29,31
29,32
29,34
29,35
29,37
29,38
29,45
29,46
29,47
29,54
30,2
30,4
30,6
30,8
30,9
30,10
30,11
30,12
30,14
30,16
30,19
30,20
30,24
30,30
30,31
30,32
30,34
30,37
30,46
30,47
30,54
30,56
31,2
31,4
31,6
31,9
31,14
31,15
31,16
31,17
31,19
31,24
31,30
31,32
31,34
31,37
31,38
31,45
31,46
31,47
31,54
31,56
32,2
32,4
32,5
32,6
32,9
32,10
32,11
32,14
32,15
32,16
32,21
32,24
32,31
32,32
32,38
32,44
32,45
32,46
32,47
32,52
32,53
32,54
32,56
33,1
33,2
33,4
33,6
33,8
33,9
33,14
33,15
33,17
33,19
33,20
33,21
33,22
33,24
33,30
33,31
33,32
33,34
33,37
33,38
33,44
33,45
33,50
33,54
33,56
33,62
33,63
34,2
34,4
34,6
34,7
34,8
34,9
34,10
34,11
34,14
34,15
34,16
34,18
34,19
34,24
34,34
34,37
34,41
34,42
34,47
34,54
34,56
34,62
34,69
35,4
35,6
35,9
35,10
35,11
35,15
35,16
35,18
35,35
35,37
35,41
35,42
35,46
35,47
35,54
35,56
36,2
36,9
36,16
37,2
37,4
37,9
37,13
37,14
37,16
37,20
37,47
37,54
37,56
39,2
39,4
39,6
39,8
39,9
39,10
39,11
39,12
39,14
39,15
39,16
39,17
39,19
39,20
39,21
39,24
39,27
39,29
39,30
39,31
39,32
39,34
39,35
39,37
39,38
39,41
39,45
39,46
39,47
39,50
39,54
39,55
39,56
39,62
39,63
39,69
40,2
40,4
40,6
40,8
40,9
40,10
40,11
40,14
40,15
40,16
40,19
40,20
40,24
40,30
40,32
40,34
40,37
40,47
40,54
40,56
41,2
41,4
41,5
41,6
41,9
41,10
41,11
41,14
41,16
41,18
41,19
41,21
41,24
41,31
41,34
41,37
41,41
41,46
41,47
41,54
41,56
42,2
42,13
43,2
43,4
43,9
43,13
43,14
43,16
43,47
43,54
43,56
44,2
44,16
47,47
48,2
48,4
48,6
48,9
48,14
48,16
48,19
48,24
48,30
48,31
48,32
48,34
48,37
48,42
48,46
48,47
48,53
48,54
48,56
50,4
50,6
50,9
50,15
50,46
50,47
51,4
51,6
51,46
51,47
51,53
52,2
52,4
52,6
52,8
52,9
52,10
52,14
52,15
52,16
52,19
52,20
52,21
52,22
52,24
52,30
52,31
52,32
52,34
52,37
52,38
52,43
52,46
52,47
52,54
52,56
53,16
55,2
55,4
55,14
55,19
55,24
55,30
55,32
55,34
55,35
55,37
55,38
55,45
55,47
55,54
55,56
56,2
56,4
56,8
56,9
56,10
56,14
56,17
56,19
56,21
56,24
56,27
56,28
56,30
56,32
56,34
56,35
56,37
56,38
56,45
56,47
56,50
56,52
56,53
56,54
56,56
57,1
57,2
57,4
57,6
57,7
57,8
57,9
57,10
57,11
57,12
57,13
57,14
57,15
57,16
57,17
57,18
57,19
57,20
57,21
57,22
57,24
57,27
57,28
57,30
57,31
57,32
57,34
57,35
57,37
57,38
57,41
57,44
57,45
57,47
57,50
57,51
57,52
57,54
57,55
57,56
57,62
57,63
57,69
58,1
58,2
58,3
58,4
58,5
58,6
58,7
58,8
58,9
58,10
58,11
58,12
58,13
58,14
58,15
58,16
58,17
58,18
58,19
58,20
58,21
58,22
58,23
58,24
58,25
58,27
58,28
58,29
58,30
58,31
58,32
58,34
58,35
58,37
58,38
58,41
58,42
58,44
58,45
58,50
58,51
58,52
58,54
58,55
58,56
58,57
58,62
58,63
58,69
58,70
59,1
59,2
59,3
59,4
59,6
59,8
59,9
59,10
59,11
59,12
59,13
59,14
59,15
59,16
59,19
59,20
59,21
59,24
59,30
59,31
59,32
59,34
59,35
59,37
59,38
59,43
59,44
59,45
59,47
59,50
59,52
59,53
59,54
59,55
59,56
59,57
59,62
59,70
60,1
60,2
60,3
60,4
60,6
60,7
60,8
60,9
60,10
60,11
60,12
60,13
60,14
60,15
60,16
60,19
60,20
60,21
60,24
60,27
60,28
60,29
60,30
60,31
60,32
60,34
60,35
60,36
60,37
60,38
60,41
60,43
60,44
60,45
60,47
60,50
60,52
60,54
60,55
60,56
60,57
60,62
60,70
62,2
62,4
62,8
62,9
62,10
62,14
62,19
62,24
62,30
62,37
62,45
62,47
62,54
62,56
63,16
63,47
64,47
65,47
66,4
66,30
67,4
67,9
67,14
67,32
67,37
67,47
67,54
67,56
68,4
69,4
69,20
69,21
69,22
70,4
70,20
70,21
70,22
71,1
71,4
71,20
72,1
72,2
72,4
72,6
72,9
72,10
72,11
72,12
72,13
72,14
72,15
72,19
72,20
72,24
72,30
72,31
72,32
72,34
72,35
72,37
72,44
72,45
72,50
72,54
72,56
73,1
73,2
73,4
73,54
74,4
74,9
74,24
74,30
74,46
74,47
74,54
75,1
75,4
75,24
75,30
75,54
76,1
76,2
76,4
76,6
76,37
78,2
78,4
78,30
79,2
79,4
79,19
79,24
79,30
79,37
79,54
80,1
80,2
80,4
80,6
80,8
80,9
80,24
81,1
81,2
81,4
81,6
81,9
81,14
81,15
81,20
81,24
81,31
81,37
81,54
82,20
83,4
83,20
84,4
84,9
84,20
84,54
85,47
86,4
86,30
87,1
87,4
87,6
87,14
87,15
87,19
87,20
87,24
87,30
87,31
87,32
87,34
87,37
87,54
87,63
88,1
88,4
88,14
88,19
88,21
88,22
88,24
88,31
88,32
88,34
88,37
88,38
88,44
88,45
88,54
89,4
89,15
89,54
90,4
91,1
91,2
91,4
91,6
91,9
91,10
91,14
91,15
91,19
91,20
91,21
91,22
91,24
91,30
91,31
91,32
91,34
91,35
91,37
91,38
91,44
91,54
91,56
91,62
91,63
91,69
92,4
93,1
93,2
93,4
93,6
93,8
93,9
93,10
93,12
93,14
93,15
93,19
93,20
93,21
93,22
93,24
93,30
93,31
93,32
93,34
93,35
93,37
93,38
93,41
93,50
93,54
93,55
93,56
93,62
93,63
93,69
94,2
94,4
94,8
94,9
94,12
94,41
94,47
94,54
95,47
99,1
99,2
99,3
99,4
99,5
99,6
99,7
99,8
99,9
99,10
99,11
99,12
99,13
99,14
99,15
99,16
99,17
99,18
99,19
99,20
99,21
99,22
99,23
99,24
99,25
99,26
99,27
99,28
99,29
99,30
99,31
99,32
99,33
99,34
99,35
99,36
99,37
99,38
99,39
99,40
99,41
99,42
99,43
99,44
99,45
99,46
99,47
99,48
99,49
99,50
99,51
99,52
99,53
99,54
99,55
99,56
99,57
99,58
99,60
99,61
99,62
99,63
99,65
99,66
99,67
99,68
99,69
99,70
