1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,16
1,17
1,18
1,19
1,20
1,21
1,22
1,23
1,24
1,25
1,26
1,27
1,28
1,29
1,30
1,31
1,32
1,33
1,34
1,35
1,36
1,37
1,38
1,39
1,40
1,41
1,42
1,43
1,44
1,45
1,46
1,47
1,48
1,49
1,50
1,51
1,52
1,53
1,54
1,55
1,56
1,57
1,58
1,59
1,60
1,61
1,62
1,63
1,64
1,65
1,66
1,69
1,70
2,2
2,3
2,4
2,5
2,6
2,7
2,8
2,9
2,10
2,11
2,12
2,13
2,14
2,15
2,16
2,17
2,18
2,19
2,20
2,21
2,24
2,29
2,30
2,31
2,32
2,34
2,35
2,37
2,38
2,41
2,44
2,45
2,46
2,47
2,54
2,56
2,62
2,63
2,69
3,2
3,3
3,4
3,5
3,6
3,7
3,8
3,9
3,10
3,11
3,12
3,13
3,14
3,15
3,16
3,17
3,18
3,19
3,20
3,21
3,22
3,24
3,25
3,26
3,27
3,28
3,29
3,30
3,31
3,32
3,34
3,35
3,36
3,37
3,38
3,41
3,42
3,43
3,44
3,45
3,46
3,47
3,50
3,52
3,53
3,54
3,55
3,56
3,57
3,60
3,62
3,63
3,64
3,69
3,70
4,2
4,3
4,4
4,5
4,6
4,7
4,8
4,9
4,10
4,11
4,12
4,14
4,15
4,16
4,17
4,19
4,20
4,21
4,24
4,27
4,28
4,29
4,30
4,31
4,32
4,34
4,35
4,37
4,38
4,41
4,43
4,44
4,45
4,46
4,47
4,50
4,52
4,54
4,56
5,2
5,3
5,4
5,5
5,6
5,7
5,8
5,9
5,10
5,11
5,12
5,13
5,14
5,15
5,16
5,17
5,18
5,19
5,20
5,21
5,22
5,23
5,24
5,25
5,26
5,27
5,28
5,29
5,30
5,31
5,32
5,33
5,34
5,35
5,36
5,37
5,38
5,40
5,41
5,42
5,43
5,44
5,45
5,46
5,47
5,48
5,50
5,52
5,53
5,54
5,55
5,56
5,57
5,60
5,61
5,62
5,63
5,70
6,2
6,3
6,4
6,5
6,6
6,7
6,8
6,9
6,10
6,11
6,12
6,13
6,14
6,15
6,16
6,18
6,19
6,20
6,21
6,22
6,24
6,30
6,31
6,32
6,34
6,35
6,37
6,38
6,41
6,42
6,44
6,45
6,46
6,47
6,50
6,53
6,54
6,56
7,2
7,3
7,4
7,5
7,6
7,7
7,8
7,9
7,10
7,11
7,12
7,13
7,14
7,15
7,16
7,17
7,19
7,20
7,21
7,22
7,24
7,25
7,27
7,28
7,29
7,30
7,31
7,32
7,34
7,35
7,37
7,38
7,41
7,43
7,44
7,45
7,46
7,47
7,50
7,52
7,53
7,54
7,56
8,2
8,3
8,4
8,5
8,6
8,8
8,9
8,12
8,14
8,15
8,16
8,17
8,19
8,20
8,21
8,24
8,30
8,31
8,32
8,34
8,35
8,37
8,38
8,44
8,45
8,46
8,47
8,50
8,52
8,54
8,56
8,57
8,58
8,65
9,2
9,3
9,4
9,5
9,6
9,7
9,8
9,9
9,10
9,11
9,12
9,13
9,14
9,15
9,16
9,17
9,18
9,19
9,20
9,21
9,22
9,24
9,25
9,26
9,27
9,28
9,30
9,31
9,32
9,34
9,35
9,36
9,37
9,38
9,41
9,43
9,44
9,45
9,46
9,47
9,48
9,49
9,52
9,53
9,54
9,55
9,56
9,60
9,70
10,2
10,3
10,4
10,5
10,6
10,7
10,8
10,9
10,10
10,11
10,12
10,13
10,14
10,15
10,16
